id_x,name_x,date,isLive_x,relativeDesktopUrl,openMarketCount,id_y,name_y,name,lx,odds,line,betTrend
3002595534,Yomiuri Giants - Yokohama BayStars,2024-10-17T09:00:00Z,False,yomiuri-giants-yokohama-baystars-m3002595534,26,3237545487,Vencedor do jogo,Yomiuri Giants,1,1.52,101.0,96.0
3002595534,Yomiuri Giants - Yokohama BayStars,2024-10-17T09:00:00Z,False,yomiuri-giants-yokohama-baystars-m3002595534,26,3237545487,Vencedor do jogo,Yokohama BayStars,2,2.2,301.0,4.0
3002595534,Yomiuri Giants - Yokohama BayStars,2024-10-17T09:00:00Z,False,yomiuri-giants-yokohama-baystars-m3002595534,26,3237545487,Vencedor do jogo,,,,,
3002595534,Yomiuri Giants - Yokohama BayStars,2024-10-17T09:00:00Z,False,yomiuri-giants-yokohama-baystars-m3002595534,26,3237066943,Resultado do 1.º inning,Yomiuri Giants,1,1.52,101.0,96.0
3002595534,Yomiuri Giants - Yokohama BayStars,2024-10-17T09:00:00Z,False,yomiuri-giants-yokohama-baystars-m3002595534,26,3237066943,Resultado do 1.º inning,Yokohama BayStars,2,2.2,301.0,4.0
3002595534,Yomiuri Giants - Yokohama BayStars,2024-10-17T09:00:00Z,False,yomiuri-giants-yokohama-baystars-m3002595534,26,3237066943,Resultado do 1.º inning,,,,,
3002597260,Fukuoka SoftBank Hawks - Hokkaido Nippon Ham Fighters,2024-10-17T09:00:00Z,False,fukuoka-softbank-hawks-hokkaido-nippon-ham-fighters-m3002597260,26,3237545486,Vencedor do jogo,Fukuoka SoftBank Hawks,1,1.52,101.0,97.0
3002597260,Fukuoka SoftBank Hawks - Hokkaido Nippon Ham Fighters,2024-10-17T09:00:00Z,False,fukuoka-softbank-hawks-hokkaido-nippon-ham-fighters-m3002597260,26,3237545486,Vencedor do jogo,Hokkaido Nippon Ham Fighters,2,2.2,301.0,3.0
3002597260,Fukuoka SoftBank Hawks - Hokkaido Nippon Ham Fighters,2024-10-17T09:00:00Z,False,fukuoka-softbank-hawks-hokkaido-nippon-ham-fighters-m3002597260,26,3237545486,Vencedor do jogo,,,,,
3002597260,Fukuoka SoftBank Hawks - Hokkaido Nippon Ham Fighters,2024-10-17T09:00:00Z,False,fukuoka-softbank-hawks-hokkaido-nippon-ham-fighters-m3002597260,26,3237208805,Resultado do 1.º inning,Fukuoka SoftBank Hawks,1,1.52,101.0,97.0
3002597260,Fukuoka SoftBank Hawks - Hokkaido Nippon Ham Fighters,2024-10-17T09:00:00Z,False,fukuoka-softbank-hawks-hokkaido-nippon-ham-fighters-m3002597260,26,3237208805,Resultado do 1.º inning,Hokkaido Nippon Ham Fighters,2,2.2,301.0,3.0
3002597260,Fukuoka SoftBank Hawks - Hokkaido Nippon Ham Fighters,2024-10-17T09:00:00Z,False,fukuoka-softbank-hawks-hokkaido-nippon-ham-fighters-m3002597260,26,3237208805,Resultado do 1.º inning,,,,,
3002592518,LG Twins - Samsung Lions,2024-10-17T09:30:00Z,False,lg-twins-samsung-lions-m3002592518,26,3237610675,Vencedor do jogo,LG Twins,1,1.5,101.0,87.0
3002592518,LG Twins - Samsung Lions,2024-10-17T09:30:00Z,False,lg-twins-samsung-lions-m3002592518,26,3237610675,Vencedor do jogo,Samsung Lions,2,2.35,301.0,13.0
3002592518,LG Twins - Samsung Lions,2024-10-17T09:30:00Z,False,lg-twins-samsung-lions-m3002592518,26,3237610675,Vencedor do jogo,,,,,
3002592518,LG Twins - Samsung Lions,2024-10-17T09:30:00Z,False,lg-twins-samsung-lions-m3002592518,26,3236511329,Resultado do 1.º inning,LG Twins,1,1.5,101.0,87.0
