gameid,date,home,away,competition,name,odds,is_cashoutable
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Acima de 4.5,1.32,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Abaixo de 4.5,2.85,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Acima de 5.5,1.58,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Abaixo de 5.5,2.1,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Acima de 6.5,1.85,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Abaixo de 6.5,1.75,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Acima de 7.5,2.3,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Abaixo de 7.5,1.48,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Acima de 8.5,2.8,False
3002367373,2024-09-05T09:00:00Z,Yomiuri Giants,Tokyo Yakult Swallows,Japão - NPB,Abaixo de 8.5,1.32,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Acima de 4.5,1.3,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Abaixo de 4.5,2.95,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Acima de 5.5,1.55,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Abaixo de 5.5,2.15,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Acima de 6.5,1.82,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Abaixo de 6.5,1.78,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Acima de 7.5,2.3,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Abaixo de 7.5,1.48,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Acima de 8.5,2.8,False
3002367371,2024-09-05T09:00:00Z,Yokohama BayStars,Hiroshima Toyo Carp,Japão - NPB,Abaixo de 8.5,1.32,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Acima de 4.5,1.35,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Abaixo de 4.5,2.65,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Acima de 5.5,1.65,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Abaixo de 5.5,1.95,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Acima de 6.5,1.95,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Abaixo de 6.5,1.68,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Acima de 7.5,2.5,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Abaixo de 7.5,1.4,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Acima de 8.5,3.1,False
3002367370,2024-09-05T09:00:00Z,Hanshin Tigers,Chunichi Dragons,Japão - NPB,Abaixo de 8.5,1.27,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Acima de 5.5,1.32,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Abaixo de 5.5,2.85,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Acima de 6.5,1.48,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Abaixo de 6.5,2.3,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Acima de 7.5,1.78,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Abaixo de 7.5,1.82,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Acima de 8.5,2.05,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Abaixo de 8.5,1.6,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Acima de 9.5,2.6,False
3002367374,2024-09-05T09:00:00Z,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,Japão - NPB,Abaixo de 9.5,1.38,False
3002523124,2024-09-05T09:30:00Z,NC Dinos,Kiwoon Heroes,Coreia do Sul - KBO,NC Dinos,1.58,False
3002523124,2024-09-05T09:30:00Z,NC Dinos,Kiwoon Heroes,Coreia do Sul - KBO,Empate,9.5,False
3002523124,2024-09-05T09:30:00Z,NC Dinos,Kiwoon Heroes,Coreia do Sul - KBO,Kiwoon Heroes,2.35,False
3002523125,2024-09-05T09:30:00Z,KIA Tigers,Hanwha Eagles,Coreia do Sul - KBO,KIA Tigers,1.55,False
3002523125,2024-09-05T09:30:00Z,KIA Tigers,Hanwha Eagles,Coreia do Sul - KBO,Empate,10.0,False
3002523125,2024-09-05T09:30:00Z,KIA Tigers,Hanwha Eagles,Coreia do Sul - KBO,Hanwha Eagles,2.4,False
3002523122,2024-09-05T09:30:00Z,LG Twins,SSG Landers,Coreia do Sul - KBO,LG Twins,1.6,False
3002523122,2024-09-05T09:30:00Z,LG Twins,SSG Landers,Coreia do Sul - KBO,Empate,9.25,False
3002523122,2024-09-05T09:30:00Z,LG Twins,SSG Landers,Coreia do Sul - KBO,SSG Landers,2.35,False
3002523123,2024-09-05T09:30:00Z,Lotte Giants,KT Wiz,Coreia do Sul - KBO,Lotte Giants,1.78,False
3002523123,2024-09-05T09:30:00Z,Lotte Giants,KT Wiz,Coreia do Sul - KBO,Empate,10.0,False
3002523123,2024-09-05T09:30:00Z,Lotte Giants,KT Wiz,Coreia do Sul - KBO,KT Wiz,2.0,False
3002368086,2024-09-05T17:10:00Z,CIN Reds,HOU Astros,EUA - MLB,Acima de 6.5,1.3,False
3002368086,2024-09-05T17:10:00Z,CIN Reds,HOU Astros,EUA - MLB,Abaixo de 6.5,3.2,False
3002368086,2024-09-05T17:10:00Z,CIN Reds,HOU Astros,EUA - MLB,Acima de 7.5,1.52,False
