gameid,date,home,away,competition,name,odds,is_cashoutable
3002393938,2024-09-25T18:10:00Z,HOU Astros,SEA Mariners,EUA - MLB,Astros,10.5,False
3002393938,2024-09-25T18:10:00Z,HOU Astros,SEA Mariners,EUA - MLB,Empate,11.5,False
3002393938,2024-09-25T18:10:00Z,HOU Astros,SEA Mariners,EUA - MLB,Mariners,1.03,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Acima de 5.5,1.3,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Abaixo de 5.5,3.2,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Acima de 6.5,1.45,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Abaixo de 6.5,2.55,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Acima de 7.5,1.75,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Abaixo de 7.5,2.0,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Acima de 8.5,2.0,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Abaixo de 8.5,1.72,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Acima de 9.5,2.5,False
3002394095,2024-09-25T22:05:00Z,PHI Phillies,CHI Cubs,EUA - MLB,Abaixo de 9.5,1.45,False
3002394097,2024-09-25T22:40:00Z,Cleveland Guardians,CIN Reds,EUA - MLB,Acima de 5.5,1.3,False
3002394097,2024-09-25T22:40:00Z,Cleveland Guardians,CIN Reds,EUA - MLB,Abaixo de 5.5,3.15,False
3002394097,2024-09-25T22:40:00Z,Cleveland Guardians,CIN Reds,EUA - MLB,Acima de 6.5,1.45,False
3002394097,2024-09-25T22:40:00Z,Cleveland Guardians,CIN Reds,EUA - MLB,Abaixo de 6.5,2.55,False
