gameid,date,home,away,competition,name,odds,is_cashoutable
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Acima de 3.5,1.32,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Abaixo de 3.5,2.9,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Acima de 4.5,1.48,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Abaixo de 4.5,2.3,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Acima de 5.5,1.9,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Abaixo de 5.5,1.72,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Acima de 6.5,2.3,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Abaixo de 6.5,1.48,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Acima de 7.5,3.0,False
3002609493,2024-10-19T09:00:00Z,Yomiuri Giants,Yokohama BayStars,Japão - NPB,Abaixo de 7.5,1.28,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Acima de 5.5,1.38,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Abaixo de 5.5,2.8,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Acima de 6.5,1.58,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Abaixo de 6.5,2.25,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Acima de 7.5,1.9,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Abaixo de 7.5,1.78,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Acima de 8.5,2.25,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Abaixo de 8.5,1.58,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Acima de 9.5,2.9,False
3002609974,2024-10-20T00:10:00Z,Cleveland Guardians,NY Yankees,EUA - MLB,Abaixo de 9.5,1.38,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Acima de 6.5,1.42,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Abaixo de 6.5,2.65,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Acima de 7.5,1.7,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Abaixo de 7.5,2.05,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Acima de 8.5,1.95,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Abaixo de 8.5,1.75,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Acima de 9.5,2.45,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Abaixo de 9.5,1.5,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Acima de 10.5,2.9,False
3002612195,2024-10-21T00:10:00Z,LA Dodgers,NY Mets,EUA - MLB,Abaixo de 10.5,1.35,False
