gameid,date,home,away,competition,name,odds,is_cashoutable
3001870907,2023-09-03T16:10:00Z,CIN Reds,CHI Cubs,EUA - MLB,Acima de 9.5,1.72,False
3001870907,2023-09-03T16:10:00Z,CIN Reds,CHI Cubs,EUA - MLB,Abaixo de 9.5,2.0,False
3001870907,2023-09-03T16:10:00Z,CIN Reds,CHI Cubs,EUA - MLB,Acima de 10.5,1.95,False
3001870907,2023-09-03T16:10:00Z,CIN Reds,CHI Cubs,EUA - MLB,Abaixo de 10.5,1.75,False
3001870907,2023-09-03T16:10:00Z,CIN Reds,CHI Cubs,EUA - MLB,Acima de 11.5,2.4,False
3001870907,2023-09-03T16:10:00Z,CIN Reds,CHI Cubs,EUA - MLB,Abaixo de 11.5,1.52,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Acima de 7.5,1.4,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Abaixo de 7.5,2.9,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Acima de 8.5,1.55,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Abaixo de 8.5,2.4,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Acima de 9.5,1.85,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Abaixo de 9.5,1.95,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Acima de 10.5,2.1,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Abaixo de 10.5,1.7,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Acima de 11.5,2.6,False
3001870902,2023-09-03T17:05:00Z,MIL Brewers,PHI Phillies,EUA - MLB,Abaixo de 11.5,1.48,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Acima de 7.5,1.5,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Abaixo de 7.5,2.5,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Acima de 8.5,1.7,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Abaixo de 8.5,2.1,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Acima de 9.5,2.05,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Abaixo de 9.5,1.75,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Acima de 10.5,2.4,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Abaixo de 10.5,1.55,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Acima de 11.5,3.05,False
3001870945,2023-09-03T17:35:00Z,WAS Nationals,MIA Marlins,EUA - MLB,Abaixo de 11.5,1.38,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Acima de 6.5,1.32,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Abaixo de 6.5,3.2,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Acima de 7.5,1.55,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Abaixo de 7.5,2.4,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Acima de 8.5,1.78,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Abaixo de 8.5,2.0,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Acima de 9.5,2.15,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Abaixo de 9.5,1.68,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Acima de 10.5,2.55,False
3001870875,2023-09-03T17:40:00Z,NY Mets,SEA Mariners,EUA - MLB,Abaixo de 10.5,1.5,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Acima de 7.5,1.48,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Abaixo de 7.5,2.55,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Acima de 8.5,1.68,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Abaixo de 8.5,2.15,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Acima de 9.5,2.05,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Abaixo de 9.5,1.75,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Acima de 10.5,2.4,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Abaixo de 10.5,1.55,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Acima de 11.5,3.0,False
3001870922,2023-09-03T18:10:00Z,CHI White Sox,DET Tigers,EUA - MLB,Abaixo de 11.5,1.38,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Acima de 7.5,1.4,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Abaixo de 7.5,2.9,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Acima de 8.5,1.55,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Abaixo de 8.5,2.4,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Acima de 9.5,1.82,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Abaixo de 9.5,1.95,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Acima de 10.5,2.1,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Abaixo de 10.5,1.7,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Acima de 11.5,2.6,False
3001870915,2023-09-03T18:10:00Z,KC Royals,BOS Red Sox,EUA - MLB,Abaixo de 11.5,1.48,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Acima de 7.5,1.45,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Abaixo de 7.5,2.7,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Acima de 8.5,1.62,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Abaixo de 8.5,2.25,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Acima de 9.5,1.95,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Abaixo de 9.5,1.82,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Acima de 10.5,2.25,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Abaixo de 10.5,1.62,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Acima de 11.5,2.85,False
3001870949,2023-09-03T18:15:00Z,SL Cardinals,PIT Pirates,EUA - MLB,Abaixo de 11.5,1.4,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Acima de 6.5,1.35,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Abaixo de 6.5,3.15,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Acima de 7.5,1.58,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Abaixo de 7.5,2.35,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Acima de 8.5,1.8,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Abaixo de 8.5,1.95,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Acima de 9.5,2.25,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Abaixo de 9.5,1.65,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Acima de 10.5,2.6,False
3001870905,2023-09-03T18:35:00Z,TEX Rangers,MIN Twins,EUA - MLB,Abaixo de 10.5,1.48,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Acima de 9.5,1.48,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Abaixo de 9.5,2.6,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Acima de 10.5,1.65,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Abaixo de 10.5,2.2,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Acima de 11.5,1.95,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Abaixo de 11.5,1.82,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Acima de 12.5,2.25,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Abaixo de 12.5,1.65,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Acima de 13.5,2.7,False
3001870933,2023-09-03T19:10:00Z,COL Rockies,TOR Blue Jays,EUA - MLB,Abaixo de 13.5,1.45,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Acima de 7.5,1.5,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Abaixo de 7.5,2.5,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Acima de 8.5,1.7,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Abaixo de 8.5,2.1,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Acima de 9.5,2.05,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Abaixo de 9.5,1.75,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Acima de 10.5,2.4,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Abaixo de 10.5,1.55,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Acima de 11.5,3.05,False
3001870927,2023-09-03T20:05:00Z,OAK Athletics,LA Angels,EUA - MLB,Abaixo de 11.5,1.35,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Acima de 5.5,1.38,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Abaixo de 5.5,3.0,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Acima de 6.5,1.55,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Abaixo de 6.5,2.4,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Acima de 7.5,1.9,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Abaixo de 7.5,1.88,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Acima de 8.5,2.2,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Abaixo de 8.5,1.65,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Acima de 9.5,2.85,False
3001870952,2023-09-03T20:10:00Z,SD Padres,SF Giants,EUA - MLB,Abaixo de 9.5,1.4,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Acima de 7.5,1.52,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Abaixo de 7.5,2.5,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Acima de 8.5,1.72,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Abaixo de 8.5,2.1,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Acima de 9.5,2.1,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Abaixo de 9.5,1.72,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Acima de 10.5,2.45,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Abaixo de 10.5,1.55,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Acima de 11.5,3.1,False
3001870932,2023-09-03T20:10:00Z,LA Dodgers,ATL Braves,EUA - MLB,Abaixo de 11.5,1.35,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Acima de 6.5,1.42,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Abaixo de 6.5,2.8,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Acima de 7.5,1.72,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Abaixo de 7.5,2.1,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Acima de 8.5,2.0,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Abaixo de 8.5,1.8,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Acima de 9.5,2.45,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Abaixo de 9.5,1.52,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Acima de 10.5,2.95,False
3001870911,2023-09-03T20:10:00Z,ARI Diamondbacks,BAL Orioles,EUA - MLB,Abaixo de 10.5,1.38,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Acima de 7.5,1.45,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Abaixo de 7.5,2.7,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Acima de 8.5,1.62,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Abaixo de 8.5,2.25,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Acima de 9.5,1.95,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Abaixo de 9.5,1.85,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Acima de 10.5,2.25,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Abaixo de 10.5,1.62,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Acima de 11.5,2.8,False
3001870944,2023-09-03T20:10:00Z,Cleveland Guardians,TB Rays,EUA - MLB,Abaixo de 11.5,1.42,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Acima de 6.5,1.38,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Abaixo de 6.5,3.05,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Acima de 7.5,1.62,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Abaixo de 7.5,2.25,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Acima de 8.5,1.85,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Abaixo de 8.5,1.95,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Acima de 9.5,2.3,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Abaixo de 9.5,1.6,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Acima de 10.5,2.7,False
3001870877,2023-09-03T23:10:00Z,HOU Astros,NY Yankees,EUA - MLB,Abaixo de 10.5,1.45,False
