gameid,date,home,away,competition,name,odds,is_cashoutable
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Acima de 7.5,1.52,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Abaixo de 7.5,2.5,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Acima de 8.5,1.7,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Abaixo de 8.5,2.1,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Acima de 9.5,2.1,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Abaixo de 9.5,1.72,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Acima de 10.5,2.45,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Abaixo de 10.5,1.55,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Acima de 11.5,3.1,False
3001818718,2023-06-15T17:05:00Z,BAL Orioles,TOR Blue Jays,EUA - MLB,Abaixo de 11.5,1.35,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Acima de 6.5,1.35,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Abaixo de 6.5,3.15,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Acima de 7.5,1.58,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Abaixo de 7.5,2.35,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Acima de 8.5,1.8,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Abaixo de 8.5,2.0,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Acima de 9.5,2.2,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Abaixo de 9.5,1.65,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Acima de 10.5,2.6,False
3001818778,2023-06-15T19:35:00Z,OAK Athletics,TB Rays,EUA - MLB,Abaixo de 10.5,1.48,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 6.5,1.32,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 6.5,3.3,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 7.5,1.52,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 7.5,2.5,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 8.5,1.72,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 8.5,2.1,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 9.5,2.1,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 9.5,1.7,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 10.5,2.5,False
3001818766,2023-06-15T19:40:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 10.5,1.52,False
3001818738,2023-06-15T23:10:00Z,MIN Twins,DET Tigers,EUA - MLB,Acima de 5.5,1.32,False
3001818738,2023-06-15T23:10:00Z,MIN Twins,DET Tigers,EUA - MLB,Abaixo de 5.5,3.2,False
